# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
  152       5.001156049723e+03       4.398081823310e+00       0.000000000000e+00       9.352267515701e+01       2.608445667786e-07      -6.530054199194e-04       7.414486246302e-09 
  153       4.951444067637e+03       4.625043934578e+00       0.000000000000e+00       9.579097466644e+01       2.592485939430e-07      -6.454666608087e-04       7.259151627088e-09 
  154       4.900554842735e+03       4.858806597706e+00       0.000000000000e+00       9.797957105175e+01       2.576645732823e-07      -6.380050147547e-04       7.153573281092e-09 
  155       4.848541335866e+03       5.099256124875e+00       0.000000000000e+00       1.000853312419e+02       2.560937073863e-07      -6.306219263024e-04       7.095042740488e-09 
  156       4.795458865485e+03       5.346263751914e+00       0.000000000000e+00       1.021052930640e+02       2.545376755019e-07      -6.233235374234e-04       7.073977811567e-09 
  157       4.741364905895e+03       5.599689208137e+00       0.000000000000e+00       1.040365020157e+02       2.529976637210e-07      -6.161153299300e-04       7.079904341909e-09 
  158       4.686319110050e+03       5.859380518942e+00       0.000000000000e+00       1.058760122982e+02       2.514743238943e-07      -6.090020862003e-04       7.101426023208e-09 
  159       4.630383332365e+03       6.125173808429e+00       0.000000000000e+00       1.076208878497e+02       2.499677312169e-07      -6.019878492623e-04       7.126193799503e-09 
  160       4.573621651514e+03       6.396893101999e+00       0.000000000000e+00       1.092682033782e+02       2.484773404675e-07      -5.950758822384e-04       7.140874880843e-09 
  161       4.516100393237e+03       6.674350128962e+00       0.000000000000e+00       1.108150453952e+02       2.470019408856e-07      -5.882686271473e-04       7.131121362356e-09 
  162       4.457888153141e+03       6.957344125150e+00       0.000000000000e+00       1.122585132486e+02       2.455396096683e-07      -5.815676630668e-04       7.081538448752e-09 
  163       4.399052577918e+03       7.245662018271e+00       0.000000000000e+00       1.135958820155e+02       2.440885001766e-07      -5.749738355247e-04       6.979893496793e-09 
  164       4.339650345172e+03       7.539079416362e+00       0.000000000000e+00       1.148251050016e+02       2.426494660882e-07      -5.684877543707e-04       6.830433472949e-09 
