# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
  145       2.876381238389e+03       8.380961571338e-01       0.000000000000e+00      -2.577547925145e+01       3.351152520999e-08       4.396743060026e-04      -1.215112685929e-06 
  146       2.899171793920e+03       8.481840396371e-01       0.000000000000e+00      -2.624644869891e+01       3.332436093441e-08       4.359342538877e-04      -1.215041121064e-06 
  147       2.922061597087e+03       8.581610051036e-01       0.000000000000e+00      -2.671649236014e+01       3.314086206035e-08       4.322629039067e-04      -1.214825087870e-06 
  148       2.945048304647e+03       8.680215752443e-01       0.000000000000e+00      -2.718540638220e+01       3.296067832881e-08       4.286558896935e-04      -1.214468199672e-06 
  149       2.968129221840e+03       8.777602457093e-01       0.000000000000e+00      -2.765298494349e+01       3.278330920186e-08       4.251076269220e-04      -1.213973876894e-06 
  150       2.991301293817e+03       8.873714870359e-01       0.000000000000e+00      -2.811902028112e+01       3.260809326042e-08       4.216112578858e-04      -1.213345326417e-06 
  151       3.014561097050e+03       8.968497455976e-01       0.000000000000e+00      -2.858330271824e+01       3.243419726687e-08       4.181585952166e-04      -1.212585520537e-06 
  152       3.037904830756e+03       9.061894445530e-01       0.000000000000e+00      -2.904562069137e+01       3.226060488800e-08       4.147400647438e-04      -1.211697175500e-06 
  153       3.061328308308e+03       9.153849847941e-01       0.000000000000e+00      -2.950576077777e+01       3.208610507420e-08       4.113446474934e-04      -1.210682729623e-06 
  154       3.084827675509e+03       9.244309525832e-01       0.000000000000e+00      -2.996351108285e+01       3.190962712696e-08       4.079628394184e-04      -1.209544694286e-06 
  155       3.108401658071e+03       9.333227620392e-01       0.000000000000e+00      -3.041867169690e+01       3.173134206669e-08       4.045961194050e-04      -1.208286809413e-06 
  156       3.132049506288e+03       9.420560740697e-01       0.000000000000e+00      -3.087104526069e+01       3.155174063110e-08       4.012486794573e-04      -1.206913005212e-06 
  157       3.155770281945e+03       9.506265969877e-01       0.000000000000e+00      -3.132043373604e+01       3.137130156371e-08       3.979245064973e-04      -1.205427025371e-06 
  158       3.179562853401e+03       9.590300884998e-01       0.000000000000e+00      -3.176663845005e+01       3.119048922513e-08       3.946273667690e-04      -1.203832408885e-06 
  159       3.203425890650e+03       9.672623576933e-01       0.000000000000e+00      -3.220946013934e+01       3.100975111296e-08       3.913607899715e-04      -1.202132471551e-06 
  160       3.227357860401e+03       9.753192670246e-01       0.000000000000e+00      -3.264869899431e+01       3.082951528918e-08       3.881280531214e-04      -1.200330287103e-06 
  161       3.251357021145e+03       9.831967343064e-01       0.000000000000e+00      -3.308415470333e+01       3.065018771370e-08       3.849321641447e-04      -1.198428668025e-06 
  162       3.275421418226e+03       9.908907346963e-01       0.000000000000e+00      -3.351562649701e+01       3.047214948285e-08       3.817758451981e-04      -1.196430146009e-06 
  163       3.299548878918e+03       9.983973026838e-01       0.000000000000e+00      -3.394291319241e+01       3.029575397157e-08       3.786615157199e-04      -1.194336952081e-06 
  164       3.323737007493e+03       1.005712534079e+00       0.000000000000e+00      -3.436581323732e+01       3.012132387805e-08       3.755912752097e-04      -1.192150996379e-06 
  165       3.347983180290e+03       1.012832587998e+00       0.000000000000e+00      -3.478412475443e+01       2.994914816953e-08       3.725668857381e-04      -1.189873847592e-06 
  166       3.372284540793e+03       1.019753688856e+00       0.000000000000e+00      -3.519764558564e+01       2.977947892805e-08       3.695897541852e-04      -1.187506712061e-06 
