# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
  144       4.176473790522e+03       1.111250753434e+00       0.000000000000e+00      -4.538390891370e+01       7.708390057876e-08       2.652552058226e-04      -1.707753873469e-06 
  145       4.210237266807e+03       1.108982752876e+00       0.000000000000e+00      -4.555531211586e+01       7.662432290668e-08       2.631522925644e-04      -1.694077849240e-06 
  146       4.243864486807e+03       1.106237738859e+00       0.000000000000e+00      -4.570463572735e+01       7.616582458793e-08       2.610677679842e-04      -1.679936918480e-06 
  147       4.277347496419e+03       1.103021126363e+00       0.000000000000e+00      -4.583151125740e+01       7.570947424350e-08       2.590032793169e-04      -1.665342575568e-06 
  148       4.310678060384e+03       1.099339057661e+00       0.000000000000e+00      -4.593558033182e+01       7.525623063283e-08       2.569601667439e-04      -1.650306370336e-06 
  149       4.343847656291e+03       1.095198415497e+00       0.000000000000e+00      -4.601649499386e+01       7.480693055335e-08       2.549394451125e-04      -1.634839881351e-06 
  150       4.376847468571e+03       1.090606836275e+00       0.000000000000e+00      -4.607391800520e+01       7.436227629962e-08       2.529417853418e-04      -1.618954688547e-06 
  151       4.409668382501e+03       1.085572723243e+00       0.000000000000e+00      -4.610752314677e+01       7.392282267624e-08       2.509674955163e-04      -1.602662345218e-06 
  152       4.442300978200e+03       1.080105259669e+00       0.000000000000e+00      -4.611699551975e+01       7.348896355813e-08       2.490165016657e-04      -1.585974349375e-06 
  153       4.474735524633e+03       1.074214422036e+00       0.000000000000e+00      -4.610203184639e+01       7.306091799233e-08       2.470883282331e-04      -1.568902114461e-06 
  154       4.506961973605e+03       1.067910993216e+00       0.000000000000e+00      -4.606234077099e+01       7.263871583508e-08       2.451820782296e-04      -1.551456939422e-06 
  155       4.538969953766e+03       1.061206575660e+00       0.000000000000e+00      -4.599764316078e+01       7.222218291807e-08       2.432964130764e-04      -1.533649978140e-06 
  156       4.570748764607e+03       1.054113604577e+00       0.000000000000e+00      -4.590767240682e+01       7.181092573784e-08       2.414295321337e-04      -1.515492208232e-06 
  157       4.602287370461e+03       1.046645361123e+00       0.000000000000e+00      -4.579217472494e+01       7.140431566219e-08       2.395791519172e-04      -1.496994399193e-06 
  158       4.633574394501e+03       1.038815985580e+00       0.000000000000e+00      -4.565090945662e+01       7.100147264744e-08       2.377424850016e-04      -1.478167079916e-06 
  159       4.664598112744e+03       1.030640490541e+00       0.000000000000e+00      -4.548364936993e+01       7.060124846053e-08       2.359162186109e-04      -1.459020505561e-06 
  160       4.695346448045e+03       1.022134774097e+00       0.000000000000e+00      -4.529018096039e+01       7.020220939981e-08       2.340964928970e-04      -1.439564623787e-06 
  161       4.725807800529e+03       1.013315270511e+00       0.000000000000e+00      -4.507030371976e+01       6.980309012374e-08       2.322800339358e-04      -1.419810430732e-06 
  162       4.755973634002e+03       1.004197839870e+00       0.000000000000e+00      -4.482382723784e+01       6.940428451604e-08       2.304677691877e-04      -1.399774315039e-06 
  163       4.785836107860e+03       9.947988049849e-01       0.000000000000e+00      -4.455057441825e+01       6.900658301050e-08       2.286616492064e-04      -1.379474223522e-06 
  164       4.815387259095e+03       9.851353164834e-01       0.000000000000e+00      -4.425038278133e+01       6.861071790552e-08       2.268635281557e-04      -1.358928304893e-06 
  165       4.844619000144e+03       9.752253643303e-01       0.000000000000e+00      -4.392310476035e+01       6.821735715809e-08       2.250751568612e-04      -1.338154892457e-06 
  166       4.873523116736e+03       9.650877893415e-01       0.000000000000e+00      -4.356860799763e+01       6.782709797068e-08       2.232981757455e-04      -1.317172486406e-06 
  167       4.902091265742e+03       9.547422947002e-01       0.000000000000e+00      -4.318677564073e+01       6.744046016868e-08       2.215341076488e-04      -1.295999735713e-06 
  168       4.930314973021e+03       9.442094574725e-01       0.000000000000e+00      -4.277750663857e+01       6.705787936553e-08       2.197843505338e-04      -1.274655419612e-06 
  169       4.958185631266e+03       9.335107401236e-01       0.000000000000e+00      -4.234071603766e+01       6.667969991310e-08       2.180501700751e-04      -1.253158428691e-06 
